Petition,URL,State,Signatures Count
Permit Applicants to Digitally Audio Record PIP Assessments to ensure fairness.,https://petition.parliament.uk/archived/petitions/200496,rejected,10
Introduce an emergency alert text system nationally,https://petition.parliament.uk/archived/petitions/200504,closed,50
add a question to record ESA & PIP assessments to the ESA50 & PIP forms,https://petition.parliament.uk/archived/petitions/200506,rejected,13
Install security checkpoints at every underground transport station in the U.K.,https://petition.parliament.uk/archived/petitions/200507,closed,26
Change the rules to allow gay men to donate blood more freely.,https://petition.parliament.uk/archived/petitions/200508,closed,830
Provide blood glucose meters for all type 2 diabetics on the NHS,https://petition.parliament.uk/archived/petitions/200513,closed,71
Reduce Dartford crossing charges,https://petition.parliament.uk/archived/petitions/200515,closed,44
Free bus passes from the age of 60 for Men and Women living in England.,https://petition.parliament.uk/archived/petitions/200516,rejected,6
Use the Tampon Tax to subsidise sanitary products for girls of school age,https://petition.parliament.uk/archived/petitions/200520,closed,253
In 2019 hold a referendum to reinstate capital punishment,https://petition.parliament.uk/archived/petitions/200521,closed,897
For schools to enforce bullying  policies within all schools,https://petition.parliament.uk/archived/petitions/200522,rejected,16
Put General Practitioners on the Home Office's 'Shortage Occupation List',https://petition.parliament.uk/archived/petitions/200523,closed,1881
Not one penny more to the EU. Stop all payments and make no new payments.,https://petition.parliament.uk/archived/petitions/200525,rejected,8
Make the motor trade require a licence to be a mechanic,https://petition.parliament.uk/archived/petitions/200526,closed,22
"End homelessness today. 
House homeless people in places of worship.",https://petition.parliament.uk/archived/petitions/200527,rejected,21
"Having knocked over a cat, the driver must legally stop to help/trace the owner",https://petition.parliament.uk/archived/petitions/200529,closed,1019
"Remove the Financial Incentive, for the Resident Parent to oppose contact.",https://petition.parliament.uk/archived/petitions/200531,rejected,7
"When a defendant makes a plea in a sexual case, the jury should be made aware",https://petition.parliament.uk/archived/petitions/200534,closed,218
All residents of the United Kingdom to be issued with a Biometric Identity Card.,https://petition.parliament.uk/archived/petitions/200537,closed,197
Install ANPR systems on the A2 junction with the A282.,https://petition.parliament.uk/archived/petitions/200540,closed,11
"All Government forms, publications in English or English/Welsh languages only.",https://petition.parliament.uk/archived/petitions/200541,closed,245
Eliminate financial requirement for UK citizens bringing legal spouses to the UK,https://petition.parliament.uk/archived/petitions/200543,closed,39
Make it a legal requirement for councils to provide essential public toilets.,https://petition.parliament.uk/archived/petitions/200545,closed,326
Introduce Mindfulness/well-being and healthy choices to primary curriculum,https://petition.parliament.uk/archived/petitions/200547,rejected,7
Mandatory Labelling For Halal & Kosher Meat,https://petition.parliament.uk/archived/petitions/200550,rejected,21
Refuse RSPCA entering homes/property to seize animals without permission/police.,https://petition.parliament.uk/archived/petitions/200551,closed,123
End fines for parents who take their children on short holiday during term time.,https://petition.parliament.uk/archived/petitions/200552,closed,104
HGVs to be restricted to the slow lane only on motorways and dual carriageways,https://petition.parliament.uk/archived/petitions/200555,closed,42
Investigate misconduct & disregard for passengers in Ryanair's cancellations,https://petition.parliament.uk/archived/petitions/200560,rejected,6
Privatise the BBC as we did with other public services,https://petition.parliament.uk/archived/petitions/200562,closed,81
"Outlaw the sale of new build properties as buy-to-let ""investments""",https://petition.parliament.uk/archived/petitions/200569,closed,39
Stop Student Forum Bullying,https://petition.parliament.uk/archived/petitions/200571,rejected,7
Remove Cannabis And Hemp From The 1971 Misuse Of Drugs Act,https://petition.parliament.uk/archived/petitions/200573,rejected,21
U.K immigration ( home office ) should lower their application fees,https://petition.parliament.uk/archived/petitions/200576,rejected,6
Keep Childcare Vouchers open beyond April 2018,https://petition.parliament.uk/archived/petitions/200585,closed,119587
To made possible to claim disability discrimination when applying for a school.,https://petition.parliament.uk/archived/petitions/200589,closed,10
"Decriminalise marijuana, and legalise for medical and recreational use.",https://petition.parliament.uk/archived/petitions/200593,rejected,15
Scrap the Standing Charge on Utility Bills,https://petition.parliament.uk/archived/petitions/200597,rejected,15
Raise awareness of Nitrogen Dioxide exposure by expanding the UKs sensor network,https://petition.parliament.uk/archived/petitions/200599,closed,160
"Make FCO Consular Services statutory, defined and guaranteed",https://petition.parliament.uk/archived/petitions/200601,closed,196
Install safe and fit for purpose safety fences (crash barriers) on UK motorways.,https://petition.parliament.uk/archived/petitions/200602,closed,72
Remove Amber Rudd as Home Secretary immediately.,https://petition.parliament.uk/archived/petitions/200603,rejected,6
The undersigned demand the following terms are included in any UK Brexit deal.,https://petition.parliament.uk/archived/petitions/200606,closed,1719
Close our Borders Immediately.,https://petition.parliament.uk/archived/petitions/200607,rejected,7
Change law so evidence must be provided before revoking innocent parent’s rights,https://petition.parliament.uk/archived/petitions/200610,rejected,6
Companies must be required to specify what animal gelatine is in their products,https://petition.parliament.uk/archived/petitions/200612,closed,39
Make a law to stop people parking cars on communal lawns and grass verges.,https://petition.parliament.uk/archived/petitions/200613,closed,29
"Provide free glasses on the NHS, for children with Irlens Syndrome.",https://petition.parliament.uk/archived/petitions/200614,closed,1360
revoke Ryanair uk aviation license .,https://petition.parliament.uk/archived/petitions/200615,rejected,9
Let the UK Public Vote on the final Brexit deal,https://petition.parliament.uk/archived/petitions/200616,rejected,21
To stop the roll out of universal credit,https://petition.parliament.uk/archived/petitions/200621,rejected,6
Stop crisp producers from filling more than 20% of the bag with air.,https://petition.parliament.uk/archived/petitions/200624,rejected,21
We the people demand another general election,https://petition.parliament.uk/archived/petitions/200625,rejected,11
Divide England into 2 nations North/South with Manchester as a Northern capital,https://petition.parliament.uk/archived/petitions/200631,rejected,6
The Government must publish its own Brexit Impact/Risk Assessments,https://petition.parliament.uk/archived/petitions/200634,closed,23218
Make a non-resident parent pay a child maintenance contribution,https://petition.parliament.uk/archived/petitions/200643,rejected,6
To allow Christopher Maurice Brown (singer) to be allowed into the UK,https://petition.parliament.uk/archived/petitions/200644,closed,2057
Abolish stamp duty for first time buyers,https://petition.parliament.uk/archived/petitions/200647,closed,60
No second referendum on the terms of Brexit,https://petition.parliament.uk/archived/petitions/200648,rejected,22
Ban protesters from wearing facial coverings during demonstrations.,https://petition.parliament.uk/archived/petitions/200650,closed,2562
Change CICA policy that states children age 12+ can “consent in fact” to sex,https://petition.parliament.uk/archived/petitions/200652,closed,959
Stop and ban the export of live animals destined for slaughter abroad,https://petition.parliament.uk/archived/petitions/200653,rejected,21
Amend PIP rules so that mentally disabled adults can get a Blue Parking Badge.,https://petition.parliament.uk/archived/petitions/200654,closed,1049
Let the police chase people on motorbikes even if they're not wearing a helmet,https://petition.parliament.uk/archived/petitions/200658,rejected,6
Close our Borders immediately,https://petition.parliament.uk/archived/petitions/200660,rejected,22
