biz_type,name,postcode,rating_date,rating_key,rating_value
Retailers - other,Brutons The Bakers,CF11 9AL,2019-11-15,fhrs_4_en-GB,4
Other catering premises,Brutons The Bakers,CF5 1GY,2019-03-01,fhrs_5_en-GB,5
Other catering premises,Brutons The Bakers,CF24 2DQ,2019-09-21,fhrs_5_en-GB,5
Other catering premises,Brutons The Bakers,CF11 7HF,2019-04-01,fhrs_3_en-GB,3
Retailers - other,Brutons The Bakers,CF5 3BA,2019-07-04,fhrs_4_en-GB,4
Retailers - other,Bryant Sauces,CF5 3BA,2016-11-22,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Bryn Celyn Primary Breakfast Club,CF23 7EH,2013-01-30,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Bryn Celyn Primary School Nursery,CF23 7EH,2019-06-18,fhrs_5_en-GB,5
School/college/university,Bryn Celyn School Main Kitchen,CF23 7EH,2019-07-01,fhrs_5_en-GB,5
School/college/university,Bryn Deri Primary School,CF15 8RD,2019-04-09,fhrs_4_en-GB,4
School/college/university,Bryn Hafod Primary School Breakfast Club,CF3 4HF,2018-11-13,fhrs_4_en-GB,4
School/college/university,Bryn Hafod School,CF3 4HF,2019-09-06,fhrs_5_en-GB,5
School/college/university,Bryn Hafod School Nursery,CF3 4HF,2019-11-26,fhrs_5_en-GB,5
Takeaway/sandwich shop,Bubblebase,CF10 2BY,2018-02-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Bubbleology,CF10 1DX,2020-02-26,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Building Blocks Baby & Toddler Group,CF3 5SU,2015-06-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Bullys,CF11 9NP,2019-09-20,fhrs_3_en-GB,3
Other catering premises,bun buns,CF11 9NP,2019-03-08,fhrs_1_en-GB,1
Hotel/bed & breakfast/guest house,Bunkhouse,CF10 1DX,2018-01-18,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Burger King,CF10 2GR,2020-02-27,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Burger King,CF10 1GL,2020-03-02,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Burger King,CF23 8RA,2019-06-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Burger King Drive Through Restaurant,CF24 1RQ,2019-11-11,fhrs_4_en-GB,4
Takeaway/sandwich shop,Burrito Brothers 2,CF24 4AG,2017-06-14,fhrs_5_en-GB,5
Other catering premises,Business Lunch Company Limited,CF5 6EL,2017-11-20,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Busy Bees,CF5 2HT,2010-10-19,fhrs_4_en-GB,4
Pub/bar/nightclub,Butchers Arms,CF5 2DZ,2019-04-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Bute Coffee Shop,CF10 3NB,2017-08-09,fhrs_3_en-GB,3
Retailers - other,Bute Street Mini Market,CF10 5HR,2011-12-02,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Buttercups Day Nursery,CF3 2EP,2019-05-21,fhrs_4_en-GB,4
Other catering premises,Butterflies Playgroup,CF24 3NU,2017-06-22,fhrs_5_en-GB,5
Takeaway/sandwich shop,Butties (forecourt Of Cardiff Remap),CF11 8AT,2018-09-03,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Button's & Bow's Day Nursery LTD,CF5 5AL,2020-02-13,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Bwyd Blasus,CF14 4XW,2019-11-28,fhrs_4_en-GB,4
Takeaway/sandwich shop,Bwydiful,CF5 1BE,2020-02-27,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Cadoc House,CF24 3PU,2011-12-01,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cadwaladers Cardiff LTD,CF10 5BZ,2020-01-24,fhrs_5_en-GB,5
Pub/bar/nightclub,Cadwaladers Red Dragon,CF10 4JY,2019-12-19,fhrs_5_en-GB,5
Other catering premises,Caer Salem Baptist Church,CF3 5UX,2017-03-11,fhrs_5_en-GB,5
Takeaway/sandwich shop,Caerau Fish Bar,CF5 5HQ,2019-04-15,fhrs_4_en-GB,4
Retailers - other,Caerau Lane Superstores,CF5 5HQ,2013-08-08,fhrs_5_en-GB,5
Retailers - other,Caerphilly Food And Wine,CF14 4AE,2017-05-26,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Caesars Arms,CF15 9NN,2019-03-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,CaF3,CF3 4DN,2018-09-25,fhrs_4_en-GB,4
Mobile caterer,Cafe 2 U Cardiff East,CF3 4DN,2015-07-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe 37,CF24 4AA,2020-09-17,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,Cafe Aroma,CF24 4NR,2018-08-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Arosfa,CF15 7LF,2020-02-07,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Cafe At St John,CF10 1BG,2019-05-09,fhrs_5_en-GB,5
Other catering premises,Cafe Bodlon,CF14 7BQ,2020-08-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Brava,CF11 9HS,2020-01-06,fhrs_3_en-GB,3
Other catering premises,Cafe Castan,CF11 9QJ,2019-11-07,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cafe Central (Cardiff) Ltd,CF14 5DW,2019-02-19,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cafe Central (Cardiff) Ltd,CF5 5HJ,2019-11-27,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Central @ House Of Sport,CF11 8AW,2019-10-23,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cafe Citta,CF10 1BG,2018-05-01,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Du Chat Noir,CF24 3PB,2019-06-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Fresco,CF5 1GY,2020-02-13,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Cafe H,CF10 5DW,2019-03-25,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cafe R,CF24 0AB,2017-08-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Rabaiotti,CF10 4PJ,2018-11-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cafe Roj,CF24 3LH,2020-02-07,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Cafe Rouge Cardiff St David's / The Wonder Chicken / Stack & Grill,CF10 2EF,2020-01-16,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cafe Sunrise,CF24 4AE,2020-03-04,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,"Cafe, SELCO Cardiff South",CF11 8AQ,2020-02-26,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Caffe Fach,CF14 6LB,2019-11-04,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Caffe Fragolino,CF5 2JJ,2019-10-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caffe Gioia,CF11 9AJ,2019-10-09,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Caffe Nero,CF10 2DS,2020-02-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caffe Nero,CF10 1AY,2011-05-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caffe Nero,CF24 3NZ,2015-02-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caffe Nero,CF10 1TT,2019-12-04,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Caffe Nero,CF10 2HQ,2019-12-13,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Caffe Nero,CF10 2HQ,2017-06-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caffi jam,CF10 2HQ,2020-02-07,fhrs_2_en-GB,2
Other catering premises,Cake-a-Lu,CF10 2HQ,2013-05-15,fhrs_5_en-GB,5
Other catering premises,CakeAway Cardiff,CF10 2HQ,2016-09-21,fhrs_5_en-GB,5
Other catering premises,Cakes by Kimberley,CF24 3RS,2014-11-28,fhrs_5_en-GB,5
Other catering premises,Cakes by Sarah,CF24 3RS,2020-01-08,fhrs_5_en-GB,5
Other catering premises,Cakes by Sarah Powney/The Naked Vegan,CF24 3RS,2018-06-09,fhrs_5_en-GB,5
Other catering premises,Cakes By Yvette,CF24 3RS,2016-05-18,fhrs_5_en-GB,5
Other catering premises,Cakey Cakey,CF24 3RS,2015-08-19,fhrs_5_en-GB,5
Manufacturers/packers,Cakey Wakey,CF14 2FD,2018-01-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Calabrisella,CF11 9ND,2020-09-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Calabrisella Cathays,CF24 4HS,2020-07-25,fhrs_5_en-GB,5
Other catering premises,Calon Lan Cakes,CF24 4HS,2016-02-26,fhrs_5_en-GB,5
Other catering premises,Calvary Community Praise,CF11 9ND,2019-12-04,fhrs_5_en-GB,5
Pub/bar/nightclub,Cambrian Tap,CF10 1AD,2020-03-04,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cameo Club,CF24 3PB,2019-07-04,fhrs_4_en-GB,4
Other catering premises,Canada Lodge,CF15 9NF,2013-02-26,fhrs_5_en-GB,5
Retailers - other,Canna Deli,CF11 9DF,2019-03-27,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cant A Mil Vintage,CF14 3LY,2014-07-08,fhrs_5_en-GB,5
Takeaway/sandwich shop,Canton Chinese Delight,CF5 1HE,2019-07-01,fhrs_3_en-GB,3
Takeaway/sandwich shop,Canton Chop Suey House,CF14 4QF,2019-06-19,fhrs_3_en-GB,3
Pub/bar/nightclub,Canton Cross Vaults,CF11 8HJ,2019-06-18,fhrs_3_en-GB,3
Takeaway/sandwich shop,Canton Fishbar,CF5 1GX,2019-03-21,fhrs_3_en-GB,3
Retailers - other,Canton Fruit Market,CF5 1GY,2015-01-13,fhrs_4_en-GB,4
Pub/bar/nightclub,Canton Liberal Club,CF5 1JB,2017-03-14,fhrs_5_en-GB,5
Takeaway/sandwich shop,Canton Pizza,CF5 1HD,2020-01-28,fhrs_2_en-GB,2
School/college/university,Cantonian High School,CF5 3JR,2019-06-04,fhrs_4_en-GB,4
School/college/university,Cantonian High School Breakfast Club,CF5 3JR,2014-03-06,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Capital Academy for Gymnastics,CF5 5AS,2020-03-11,fhrs_5_en-GB,5
Retailers - other,Capital City Cakes,CF5 5AS,2017-03-30,fhrs_4_en-GB,4
Takeaway/sandwich shop,Capital Fish Bar Cardiff,CF24 3JF,2019-12-12,fhrs_1_en-GB,1
Restaurant/Cafe/Canteen,Cardiff And Vale College,CF10 5FE,2020-03-05,fhrs_5_en-GB,5
Retailers - other,Cardiff Bakestones,CF10 1AU,2014-10-18,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff Bay Yacht Club,CF11 0JL,2018-11-28,fhrs_4_en-GB,4
Pub/bar/nightclub,Cardiff Bowling Club,CF11 9SZ,2018-07-14,fhrs_4_en-GB,4
Pub/bar/nightclub,Cardiff Bus Sport & Social Club,CF11 6AD,2016-08-11,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Cardiff Central Travelodge,CF10 1FA,2015-02-24,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff County Club,CF10 4UW,2014-10-22,fhrs_4_en-GB,4
Hospitals/Childcare/Caring Premises,Cardiff Day Nursery & Pre-School,CF23 9AQ,2019-07-01,fhrs_5_en-GB,5
Retailers - other,Cardiff Food Centre,CF10 5FG,2020-03-10,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Cardiff Garden Centre Restaurant,CF3 2WJ,2020-08-27,fhrs_5_en-GB,5
Retailers - other,Cardiff Golf Club,CF23 6SJ,2018-10-17,fhrs_3_en-GB,3
School/college/university,Cardiff High School,CF23 6WG,2020-01-10,fhrs_5_en-GB,5
Other catering premises,Cardiff International Church,CF24 4HS,2019-05-12,fhrs_5_en-GB,5
Retailers - other,Cardiff Korean & Japanese Food,CF24 4EE,2017-06-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cardiff Lawn Tennis Club,CF10 3EW,2019-06-11,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cardiff M.a.d.e Community Interest Company,CF24 3LS,2019-09-20,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Cardiff Marriott Hotel,CF10 1EZ,2018-11-12,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff Masonic Hall,CF10 2HL,2018-02-02,fhrs_5_en-GB,5
Other catering premises,Cardiff Medical Centre Sports & Social Club,CF14 4XW,2019-03-12,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cardiff Met Students Union Llandaf Campus Centre,CF5 2YB,2019-12-04,fhrs_4_en-GB,4
Other catering premises,Cardiff Metrolitan University Csad Box Cafe,CF5 2YB,2020-02-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cardiff Metropolitan University (csm Aerium Etraining Facility),CF5 2YB,2013-03-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cardiff Metropolitan University (The Atrium),CF5 2YB,2020-02-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cardiff Metropolitan University Catering & Hospitality Services,CF23 6XD,2019-06-27,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff Model Engineering Soc,CF14 4EP,2017-09-17,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Cardiff Montessori School LTD,CF5 2LF,2019-09-17,fhrs_5_en-GB,5
Other catering premises,Cardiff Pizza Company,CF24 4NR,2018-07-12,fhrs_5_en-GB,5
Retailers - other,Cardiff Savoury Popcorn,CF24 4NR,2018-04-24,fhrs_5_en-GB,5
Retailers - other,Cardiff Shop Local,CF11 6JQ,2019-06-18,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Cardiff Sixth Form College,CF24 0AA,2019-02-05,fhrs_5_en-GB,5
Retailers - other,Cardiff Sports Nutrition,CF14 3NA,2018-05-16,fhrs_3_en-GB,3
Pub/bar/nightclub,Cardiff Squash Racket Club,CF11 9BR,2014-08-05,fhrs_4_en-GB,4
School/college/university,Cardiff Steiner Early Years Centre,CF14 2FL,2019-11-18,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cardiff University Restaurant,CF23 5SL,2019-09-12,fhrs_4_en-GB,4
Other catering premises,Cardiff University Students Union,CF10 3QN,2019-02-13,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cardiff University Ty Coffi Shop,CF10 3EU,2017-06-14,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff West End Social Club,CF5 5BY,2016-09-01,fhrs_5_en-GB,5
Retailers - other,Cardiff West Services Ltd,CF72 8SA,2019-12-14,fhrs_5_en-GB,5
Pub/bar/nightclub,Cardiff Yacht Club,CF10 5BG,2017-03-25,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Cardiff YMCA Housing Association,CF24 3AF,2019-12-05,fhrs_4_en-GB,4
Retailers - other,Cardiffbay Service Station,CF11 7AS,2019-11-18,fhrs_4_en-GB,4
Retailers - other,Cardinal Service Station (Shop),CF23 9AD,2016-09-20,fhrs_5_en-GB,5
Retailers - other,Carlisle Bakery,CF24 2BZ,2020-03-19,fhrs_3_en-GB,3
Retailers - other,Carlisle Stores Ltd,CF24 2DS,2018-12-06,fhrs_4_en-GB,4
Takeaway/sandwich shop,Carlos Pizza,CF10 5EP,2019-05-15,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Carluccio's,CF10 5BZ,2019-04-24,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Carluccio's Ltd,CF10 1FL,2018-11-06,fhrs_4_en-GB,4
Other catering premises,Carol James,CF11 8DH,2013-04-08,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Cartref Limited,CF23 5NP,2019-01-31,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Cartref Residential Home,CF14 5UU,2020-02-25,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Casanova,CF10 1EA,2019-11-26,fhrs_5_en-GB,5
Other catering premises,Cashino Gaming,CF24 3RS,2016-11-23,fhrs_5_en-GB,5
Other catering premises,Caspers Delights,CF24 3RS,2017-10-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Castell Coch Tea Rooms,CF15 7JQ,2019-11-08,fhrs_4_en-GB,4
Other catering premises,Castle Leisure,CF11 9AG,2019-09-04,fhrs_5_en-GB,5
Other catering premises,Castle Leisure Ltd,CF23 9AE,2018-08-14,fhrs_5_en-GB,5
Other catering premises,"Castle Oak Care, Raglan House",CF23 8BA,2019-11-07,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Castle View And The Laurels,CF15 8LB,2019-10-28,fhrs_5_en-GB,5
Other catering premises,Cater Nature,CF15 8LB,2016-09-20,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Catering Academy,CF14 5DZ,2019-10-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Catering Academy at McCarthy & Stone,CF23 5EZ,2019-09-24,fhrs_5_en-GB,5
School/college/university,Catering Academy Ltd,CF10 3ER,2019-09-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Caterplus Services Limited,CF23 5EZ,2017-12-15,fhrs_5_en-GB,5
Pub/bar/nightclub,Cathays Beer House,CF24 4NF,2019-04-09,fhrs_5_en-GB,5
Pub/bar/nightclub,Cathays Conservative Club,CF24 4BH,2017-06-23,fhrs_3_en-GB,3
Takeaway/sandwich shop,Cathays Fish Bar,CF24 4NR,2020-01-08,fhrs_2_en-GB,2
School/college/university,Cathays High School,CF14 3XG,2018-01-15,fhrs_5_en-GB,5
Retailers - other,Cathays Sports & Social Club,CF24 4HZ,2017-06-06,fhrs_3_en-GB,3
Hotel/bed & breakfast/guest house,Cathedral 73 Hotel CR73 Limited,CF11 9HE,2018-02-02,fhrs_3_en-GB,3
Other catering premises,CathyJanes,CF11 9HA,2019-11-19,fhrs_5_en-GB,5
Other catering premises,CATS,CF3 3BP,2018-12-11,fhrs_4_en-GB,4
Mobile caterer,Cazabrisella,CF3 1XZ,2017-08-21,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cedar Tree Farm,CF11 0JR,2020-10-09,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cegin,CF10 4AZ,2018-08-14,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cegin,CF11 9SD,2020-02-07,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cegin Bodlon,CF14 3NB,2018-10-10,fhrs_3_en-GB,3
Other catering premises,Cegin Canna,CF14 3NB,2019-03-19,fhrs_5_en-GB,5
Retailers - other,Cegin Earl / Earls Kitchen,CF5 2PQ,2019-02-18,fhrs_5_en-GB,5
Takeaway/sandwich shop,Celbean Coffee Ltd,CF3 2GH,2019-08-19,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Celebrities,CF14 4QA,2020-01-30,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Celtic Catering Partnership Ltd,CF23 7XB,2020-03-10,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Central African Association Cafe,CF24 1NF,2018-10-23,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Centro and Students Union Store,CF23 6XD,2019-03-07,fhrs_5_en-GB,5
Other catering premises,Cerys' Cake Creations,CF23 6XD,2014-09-12,fhrs_5_en-GB,5
Pub/bar/nightclub,Cf Eleven,CF11 9PJ,2018-05-14,fhrs_5_en-GB,5
Other catering premises,CF10 Retail at Cardiff Construction Training Centre,CF10 5FE,2020-01-29,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,CF10 Retail Ltd at Cardiff and Vale College,CF11 8AZ,2018-09-12,fhrs_4_en-GB,4
Mobile caterer,Chai St Express,CF11 9AH,2018-11-23,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chai Street,CF24 3PA,2019-10-10,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Chaiiwala,CF24 3JF,2019-12-02,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Chamcham,CF24 3JF,2017-06-13,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chance & Counters,CF10 1PT,2019-10-22,fhrs_5_en-GB,5
Retailers - other,Channings,CF24 3DJ,2019-11-26,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Chapel 1877 Bar & Restaurant,CF10 2WF,2019-03-18,fhrs_5_en-GB,5
Other catering premises,Chapter Arts Centre,CF5 1QE,2020-01-14,fhrs_4_en-GB,4
Other catering premises,Charis Cakes,CF5 1QE,2018-06-26,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Charlestons Brasserie,CF10 1FF,2018-12-04,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Charlton House Catering Services,CF99 1SN,2020-03-04,fhrs_5_en-GB,5
School/college/university,Chartwells At The Cathedral School,CF5 2YH,2019-11-04,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chat Cafe,CF11 8TT,2020-01-15,fhrs_1_en-GB,1
Hospitals/Childcare/Caring Premises,Chatterbox,CF14 2AA,2014-12-15,fhrs_5_en-GB,5
Retailers - other,Cheese Dreams,CF14 2AA,2020-02-07,fhrs_4_en-GB,4
Retailers - other,Cheese Pantry LTD,CF10 1AU,2018-04-23,fhrs_5_en-GB,5
Other catering premises,Cherry Tree Cakes,CF10 1AU,2015-07-23,fhrs_5_en-GB,5
Takeaway/sandwich shop,Chicago Bulls,CF24 4BG,2019-11-12,fhrs_3_en-GB,3
Takeaway/sandwich shop,Chicken Delight,CF24 4AP,2019-11-12,fhrs_3_en-GB,3
Takeaway/sandwich shop,Chicken Express,CF5 4LE,2019-01-16,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Chicken Haus,CF24 3DQ,2019-09-28,fhrs_2_en-GB,2
Restaurant/Cafe/Canteen,Chicken House,CF24 5EE,2018-12-05,fhrs_4_en-GB,4
Takeaway/sandwich shop,Chicken Shack,CF11 7AU,2019-04-02,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Chicken.Com,CF10 1BS,2020-02-13,fhrs_3_en-GB,3
Takeaway/sandwich shop,Chicken.com,CF24 3DQ,2020-05-06,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Chickies,CF24 3RP,2019-02-06,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,Chilli Basil,CF24 3JH,2020-08-25,fhrs_4_en-GB,4
Other catering premises,Chilli Flames,CF10 1DX,2020-02-11,fhrs_5_en-GB,5
Manufacturers/packers,Chilli of the Valley Ltd,CF10 1DX,2017-10-05,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chillies Indian Restaurant,CF14 3LY,2018-05-14,fhrs_3_en-GB,3
Takeaway/sandwich shop,China Cottage,CF5 4LL,2019-04-30,fhrs_3_en-GB,3
Takeaway/sandwich shop,China Garden,CF14 2FE,2019-07-10,fhrs_3_en-GB,3
Takeaway/sandwich shop,China Kitchen Chop Suey House,CF24 3RU,2018-11-07,fhrs_4_en-GB,4
Retailers - other,Chocandy,CF11 9DX,2014-10-03,fhrs_5_en-GB,5
Retailers - other,Chocosaurus,CF11 9DX,2018-03-15,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chopstix,CF10 2BU,2020-09-11,fhrs_0_en-GB,0
Mobile caterer,Chris Da Burgers Ltd,CF11 8AZ,2019-02-26,fhrs_4_en-GB,4
School/college/university,Christ the King School,CF14 5AS,2019-12-17,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Christchurch Play Group,CF23 9JQ,2016-11-22,fhrs_5_en-GB,5
Other catering premises,Christian's,CF10 5DT,2019-03-19,fhrs_3_en-GB,3
Other catering premises,Christine Davies Catering,CF15 8BS,2019-04-13,fhrs_5_en-GB,5
Hotel/bed & breakfast/guest house,Church Guest House,CF11 9PH,2014-12-05,fhrs_5_en-GB,5
Pub/bar/nightclub,Church Inn,CF14 5EH,2020-01-28,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Chutney Roti,CF14 3LY,2019-01-28,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cicchetti,CF15 8AA,2019-01-22,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Ciliegino,CF10 2EL,2020-02-04,fhrs_1_en-GB,1
Retailers - other,Cineworld Cinema Cardiff,CF10 2EN,2016-09-06,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,Cinnamon Tree,CF11 9DE,2018-04-23,fhrs_4_en-GB,4
Retailers - other,City Bakery,CF24 3JE,2019-11-28,fhrs_3_en-GB,3
Retailers - other,City Filling Station,CF14 3AD,2018-10-30,fhrs_3_en-GB,3
Restaurant/Cafe/Canteen,City Hall Canteen,CF10 3ND,2016-09-30,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,City Hall Function Kitchen,CF10 3ND,2018-07-03,fhrs_5_en-GB,5
Restaurant/Cafe/Canteen,City Shawarma,CF11 7AP,2018-10-22,fhrs_3_en-GB,3
Retailers - other,City Shop,CF24 0HW,2017-09-06,fhrs_5_en-GB,5
Retailers - other,Clancy's,CF10 1AU,2016-11-17,fhrs_5_en-GB,5
Retailers - other,Clare Food Store,CF11 6NH,2020-02-25,fhrs_3_en-GB,3
Retailers - other,Clare Food Stores,CF11 6QP,2017-01-05,fhrs_4_en-GB,4
Retailers - other,Clare Food Superstore Ltd,CF24 3DQ,2019-11-19,fhrs_4_en-GB,4
Retailers - other,Clare Road European,CF11 6RS,2018-03-29,fhrs_4_en-GB,4
Manufacturers/packers,Clark's Pies,CF11 7EZ,2019-09-17,fhrs_3_en-GB,3
Takeaway/sandwich shop,Classic Fried Chicken,CF24 3JH,2017-01-13,fhrs_5_en-GB,5
Pub/bar/nightclub,Claude Hotel,CF24 3RW,2020-02-17,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Clayton Hotel,CF10 1GD,2019-10-09,fhrs_5_en-GB,5
Other catering premises,Clean Cake Company,CF10 1GD,2018-07-20,fhrs_5_en-GB,5
Takeaway/sandwich shop,Cleopatra Grill,CF11 9EA,2020-08-13,fhrs_3_en-GB,3
Other catering premises,Clever Chefs Ltd,CF24 2LF,2018-07-05,fhrs_4_en-GB,4
Other catering premises,Clifton Coffee Bar Ltd,CF24 1LY,2018-10-02,fhrs_3_en-GB,3
Takeaway/sandwich shop,Clifton Fish Bar,CF24 1LU,2018-11-13,fhrs_3_en-GB,3
Retailers - other,Clifton Food & Wine,CF24 1LZ,2017-08-30,fhrs_3_en-GB,3
Pub/bar/nightclub,Clive Arms,CF5 1HE,2017-05-08,fhrs_4_en-GB,4
Restaurant/Cafe/Canteen,Cloud Shisha Lounge,CF24 3DQ,2019-03-19,fhrs_1_en-GB,1
Other catering premises,Club 3000,CF14 3AX,2018-12-13,fhrs_4_en-GB,4
Other catering premises,Clwb Ar Ol Ysgol Mynydd Bychan,CF14 3BR,2018-06-19,fhrs_4_en-GB,4
School/college/university,Clwb Brecwast,CF23 7EH,2015-11-27,fhrs_5_en-GB,5
School/college/university,Clwb Brecwast Bro Eirwg,CF3 4AB,2016-09-12,fhrs_5_en-GB,5
School/college/university,Clwb Carco,CF14 5BL,2018-12-04,fhrs_5_en-GB,5
Hospitals/Childcare/Caring Premises,Clwb Carco Berllan Deg,CF23 9LD,2014-06-12,fhrs_5_en-GB,5
